
		/////////////////////////////////////////////////////////////////////////////////////////////////
        //                                                                                             //
        //      Need Help? The Trader Mod has its own Channel on the DayZ Modders Discord Server!      //
        //                                                                                             //
        //      Only Singleline Comments work. Don't use Multiline Comments!                           //
        //      /* THIS COMMENT WILL CRASH THE SERVER! */                                              //
        //      // THIS COMMENT WORKS!                                                                 //
        //                                                                                             //
        /////////////////////////////////////////////////////////////////////////////////////////////////

<CurrencyName> #tm_ruble							// Currency Name (Only used for the Text in the upper right Corner of the Trader Menu)
	<Currency> MoneyRuble1, 	1					// Currency Classname, Currency Money Value
	<Currency> MoneyRuble5, 	5
	<Currency> MoneyRuble10, 	10
	<Currency> MoneyRuble25, 	25
	<Currency> MoneyRuble50, 	50
	<Currency> MoneyRuble100, 	100

//Trader 0
<Trader> Consume Trader								// Trader Name (first Trader has ID = 0, second Trader has ID = 1, and so on..)
	<Category> Vegetables							// Category Name
		CaninaBerry,			*,		1,		-1	// Item Classname, Quantity, Buyvalue, Sellvalue
		SambucusBerry,			*,		1,		-1	// Quantity * means max value; Quantity V means Vehicle; Quantity VNK means Vehicle without Key; Quantity M means Magazine; Quantity W means Weapon; Quantity S means Steack Meat; Quantity K means Key Duplication
		Plum,					*,		1,		-1	// Buyvalue -1 means it can not be bought
		Kiwi,					*,		1,		-1	// Sellvalue -1 means it can not be selled
		MSFCBackpackPegasusMulticamBlack,	*,		100,		65
		MSFCBackpackCargoMulticamBlack,	*,		100,		65
		MSFCPouchCargoMulticamBlack,	*,		100,		65
		MSFCPouchIFAKMulticamBlack,	*,		100,		65
		MSFC_FaceMack_MulticamBlack,	*,		100,		65
        MSFC_TacticalBelt_MulticamBlack,	*,		100,		65
		MSFCLowaZephyrBootsMulticamBlack,	*,		100,		65
		MSFC_TacticalBeltMedium_MulticamBlack,	*,		100,		65
        MSFC_TacticalBeltSmall_MulticamBlack,	*,		100,		65
		MSFC_TacticalBeltLite_MulticamBlack,	*,		100,		65
		MSFC_BIG_BACKPACK_MulticamBlack,	*,		100,		65
        MSFC_SMALL_BACKPACK_MulticamBlack,	*,		100,		65
        MSFC_BottlePouch_MulticamBlack,	*,		100,		65
        MSFC_G3Pants_MulticamBlack,	*,		100,		65	

    <Category> SQUAD MSF-C Multicam Tropic
		MSFC_JPC_Vest_MulticamTropic,	*,		100,		65
		MSFC_TAC_TEC_Vest_MulticamTropic,	*,		100,		65
		MSFC_TacticalCap_MulticamTropic,	*,		100,		65
		MSFC_WarBelt_MulticamTropic,	*,		100,		65
		MSFCEmpty_Mags_Bag_MulticamTropic,	*,		100,		65
		MSFC_IFAK_MulticamTropic,	*,		100,		65
		MSFC_Defender_Vest_MulticamTropic,	*,		100,		65
		MSFCM65MulticamTropic,	*,		100,		65
		MSFCPantsMulticamTropic,	*,		100,		65
		MSFCPCU5MulticamTropicComander,	*,		100,		65
		MSFCPCU5MulticamTropicMedic,	*,		100,		65
		MSFCPCU5MulticamTropicReconnaissance,	*,		100,		65
		MSFCPCU5MulticamTropicSniper,	*,		100,		65
		MSFCPCU5MulticamTropicSapper,	*,		100,		65
		MSFCPCU5MulticamTropicMachineGun,	*,		100,		65
		MSFCPCU5MulticamTropicEngineer,	*,		100,		65
		MSFCPCU5MulticamTropicTrooper,	*,		100,		65
		MSFCCapMulticamTropic,	*,		100,		65
		MSFCGorkaJMulticamTropic,	*,		100,		65
		MSFCGorkaPMulticamTropic,	*,		100,		65
		MSFCGlovesMulticamTropic,	*,		100,		65
		MSFCBootsMulticamTropic,	*,		100,		65
		MSFCUKVestMulticamTropic,	*,		100,		65
		MSFCTShirtMulticamTropic,	*,		100,		65
		MSFCTacVestMulticamTropic,	*,		100,		65
		MSFCTacVestMulticamTropicLogo,	*,		100,		65
		MSFCTacVestMulticamTropicMedic,	*,		100,		65
		MSFCBeanieHatMulticamTropic,	*,		100,		65
		MSFCBoonieHatMulticamTropic,	*,		100,		65
		MSFCCoyoteBagMulticamTropic,	*,		100,		65
		MSFCMulticamTropicMask,	*,		100,		65
		MSFCMich2001MulticamTropic,	*,		100,		65
		MSFCAssaultBagMulticamTropic,	*,		100,		65
		MSFCAssaultBagMulticamTropicMedic,	*,		100,		65
		MSFCHoodMulticamTropic,	*,		100,		65
		MSFCBandanaMulticamTropic,	*,		100,		65
		MSFCBandanaMulticamTropicMask,	*,		100,		65
		MSFCPlateCarrierVestMulticamTropic,	*,		100,		65
		MSFCPlateCarrierVestMulticamTropicLogo,	*,		100,		65
		MSFCTortilaMulticamTropic,	*,		100,		65
		MSFCAliceBagMulticamTropic,	*,		100,		65
		MSFCNBCPantsMulticamTropic,	*,		100,		65
		MSFCNBCJacketMulticamTropic,	*,		100,		65
		MSFCNBCGlovesMulticamTropic,	*,		100,		65
		MSFCNBCBootsMulticamTropic,	*,		100,		65
		MSFCPlateCarrierVestMulticamTropicMedic,	*,		100,		65
		MSFCMountainBagMulticamTropic,	*,		2500,		200
		MSFCPlateHolsterMulticamTropic,	*,		100,		65
		MSFCPlatePouchesMulticamTropic,	*,		100,		65
		MSFCPCU5MulticamTropicSupply,	*,		100,		65
		MSFCGorkaHelmetMulticamTropic,	*,		100,		65
		MSFCMich2000HelmetMulticamTropic,	*,		100,		65
		MSFCSweaterMulticamTropic,	*,		100,		65
		MSFCPressVestMulticamTropic,	*,		100,		65
		MSFCPCU5MulticamTropicPartComander,	*,		100,		65
		MSFCSmershVestMulticamTropic,	*,		100,		65
		MSFCSmershBagMulticamTropic,	*,		100,		65
		MSFCOpsCoreMulticamTropic,	*,		100,		65
		MSFCTacticalMaskMulticamTropic,	*,		100,		65
		MSFCSmershBagMedicMulticamTropic,	*,		100,		65	
		MSFCPCU5MulticamTropicNoPatch,	*,		100,		65	
        MSFCGorkaJMulticamTropicNoPatch,	*,		100,		65
        MSFCBootsLowaMulticamTropic,	*,		100,		65
        MSFCBootsTrekkingMulticamTropic,	*,		100,		65
        MSFCBackpackPegasusMulticamTropic,	*,		100,		65
        MSFCBackpackCargoMulticamTropic,	*,		100,		65
        MSFCPouchCargoMulticamTropic,	*,		100,		65
        MSFCPouchIFAKMulticamTropic,	*,		100,		65
		MSFC_FaceMack_MulticamTropic,	*,		100,		65
        MSFC_TacticalBelt_MulticamTropic,	*,		100,		65
		MSFCLowaZephyrBootsMulticamTropic,	*,		100,		65
		MSFC_TacticalBeltMedium_MulticamTropic,	*,		100,		65
        MSFC_TacticalBeltSmall_MulticamTropic,	*,		100,		65
		MSFC_TacticalBeltLite_MulticamTropic,	*,		100,		65
		MSFC_BIG_BACKPACK_MulticamTropic,	*,		100,		65
        MSFC_SMALL_BACKPACK_MulticamTropic,	*,		100,		65
        MSFC_BottlePouch_MulticamTropic,	*,		100,		65
        MSFC_G3Pants_MulticamTropic,	*,		100,		65	

    <Category> SQUAD MSF-C Multicam
		MSFC_JPC_Vest_Multicam,	*,		100,		65
		MSFC_TAC_TEC_Vest_Multicam,	*,		100,		65
		MSFC_TacticalCap_Multicam,	*,		100,		65
		MSFC_WarBelt_Multicam,	*,		100,		65
		MSFCEmpty_Mags_Bag_Multicam,	*,		100,		65
		MSFC_IFAK_Multicam,	*,		100,		65
		MSFC_Defender_Vest_Multicam,	*,		100,		65
		MSFCM65Multicam,	*,		100,		65
		MSFCPantsMulticam,	*,		100,		65
		MSFCPCU5MulticamComander,	*,		100,		65
		MSFCPCU5MulticamMedic,	*,		100,		65
		MSFCPCU5MulticamReconnaissance,	*,		100,		65
		MSFCPCU5MulticamSniper,	*,		100,		65
		MSFCPCU5MulticamSapper,	*,		100,		65
		MSFCPCU5MulticamMachineGun,	*,		100,		65
		MSFCPCU5MulticamEngineer,	*,		100,		65
		MSFCPCU5MulticamTrooper,	*,		100,		65
		MSFCCapMulticam,	*,		100,		65
		MSFCGorkaJMulticam,	*,		100,		65
		MSFCGorkaPMulticam,	*,		100,		65
		MSFCGlovesMulticam,	*,		100,		65
		MSFCBootsMulticam,	*,		100,		65
		MSFCUKVestMulticam,	*,		100,		65
		MSFCTShirtMulticam,	*,		100,		65
		MSFCTacVestMulticam,	*,		100,		65
		MSFCTacVestMulticamLogo,	*,		100,		65
		MSFCTacVestMulticamMedic,	*,		100,		65
		MSFCBeanieHatMulticam,	*,		100,		65
		MSFCBoonieHatMulticam,	*,		100,		65
		MSFCCoyoteBagMulticam,	*,		100,		65
		MSFCMulticamMask,	*,		100,		65
		MSFCMich2001Multicam,	*,		100,		65
		MSFCAssaultBagMulticam,	*,		100,		65
		MSFCAssaultBagMulticamMedic,	*,		100,		65
		MSFCHoodMulticam,	*,		100,		65
		MSFCBandanaMulticam,	*,		100,		65
		MSFCBandanaMulticamMask,	*,		100,		65
		MSFCPlateCarrierVestMulticam,	*,		100,		65
		MSFCPlateCarrierVestMulticamLogo,	*,		100,		65
		MSFCTortilaMulticam,	*,		100,		65
		MSFCAliceBagMulticam,	*,		100,		65
		MSFCNBCPantsMulticam,	*,		100,		65
		MSFCNBCJacketMulticam,	*,		100,		65
		MSFCNBCGlovesMulticam,	*,		100,		65
		MSFCNBCBootsMulticam,	*,		100,		65
		MSFCPlateCarrierVestMulticamMedic,	*,		100,		65
		MSFCMountainBagMulticam,	*,		2500,		200
		MSFCPlateHolsterMulticam,	*,		100,		65
		MSFCPlatePouchesMulticam,	*,		100,		65
		MSFCPCU5MulticamSupply,	*,		100,		65
		MSFCGorkaHelmetMulticam,	*,		100,		65
		MSFCMich2000HelmetMulticam,	*,		100,		65
		MSFCSweaterMulticam,	*,		100,		65
		MSFCPressVestMulticam,	*,		100,		65
		MSFCPCU5MulticamPartComander,	*,		100,		65
		MSFCSmershVestMulticam,	*,		100,		65
		MSFCSmershBagMulticam,	*,		100,		65
		MSFCOpsCoreMulticam,	*,		100,		65
		MSFCTacticalMaskMulticam,	*,		100,		65
		MSFCSmershBagMedicMulticam,	*,		100,		65	
		MSFCPCU5MulticamNoPatch,	*,		100,		65	
        MSFCGorkaJMulticamNoPatch,	*,		100,		65	
		MSFCBootsLowaMulticam,	*,		100,		65	
        MSFCBootsTrekkingMulticam,	*,		100,		65
        MSFCBackpackPegasusMulticam,	*,		100,		65
        MSFCBackpackCargoMulticam,	*,		100,		65
        MSFCPouchCargoMulticam,	*,		100,		65
        MSFCPouchIFAKMulticam,	*,		100,		65	
		MSFC_FaceMack_Multicam,	*,		100,		65	
        MSFC_TacticalBelt_Multicam,	*,		100,		65
        MSFCLowaZephyrBootsMulticam,	*,		100,		65
		MSFC_TacticalBeltMedium_Multicam,	*,		100,		65
        MSFC_TacticalBeltSmall_Multicam,	*,		100,		65
        MSFC_TacticalBeltLite_Multicam,	*,		100,		65
		MSFC_BIG_BACKPACK_Multicam,	*,		100,		65
        MSFC_SMALL_BACKPACK_Multicam,	*,		100,		65		
        MSFC_BottlePouch_Multicam,	*,		100,		65
        MSFC_G3Pants_Multicam,	*,		100,		65								

    	<Category> SQUAD MSF-C SURPAT Desert
		MSFC_JPC_Vest_SURPATDesert,	*,		100,		65
		MSFC_TAC_TEC_Vest_SURPATDesert,	*,		100,		65
		MSFC_TacticalCap_SURPATDesert,	*,		100,		65
		MSFC_WarBelt_SURPATDesert,	*,		100,		65
		MSFCEmpty_Mags_Bag_SURPATDesert,	*,		100,		65
		MSFC_IFAK_SURPATDesert,	*,		100,		65
		MSFC_Defender_Vest_SURPATDesert,	*,		100,		65
		MSFCM65SURPATDesert,	*,		100,		65
		MSFCPantsSURPATDesert,	*,		100,		65
		MSFCPCU5SURPATDesertComander,	*,		100,		65
		MSFCPCU5SURPATDesertMedic,	*,		100,		65
		MSFCPCU5SURPATDesertReconnaissance,	*,		100,		65
		MSFCPCU5SURPATDesertSniper,	*,		100,		65
		MSFCPCU5SURPATDesertSapper,	*,		100,		65
		MSFCPCU5SURPATDesertMachineGun,	*,		100,		65
		MSFCPCU5SURPATDesertEngineer,	*,		100,		65
		MSFCPCU5SURPATDesertTrooper,	*,		100,		65
		MSFCCapSURPATDesert,	*,		100,		65
		MSFCGorkaJSURPATDesert,	*,		100,		65
		MSFCGorkaPSURPATDesert,	*,		100,		65
		MSFCGlovesSURPATDesert,	*,		100,		65
		MSFCBootsSURPATDesert,	*,		100,		65
		MSFCUKVestSURPATDesert,	*,		100,		65
		MSFCTShirtSURPATDesert,	*,		100,		65
		MSFCTacVestSURPATDesert,	*,		100,		65
		MSFCTacVestSURPATDesertLogo,	*,		100,		65
		MSFCTacVestSURPATDesertMedic,	*,		100,		65
		MSFCBeanieHatSURPATDesert,	*,		100,		65
		MSFCBoonieHatSURPATDesert,	*,		100,		65
		MSFCCoyoteBagSURPATDesert,	*,		100,		65
		MSFCSURPATDesertMask,	*,		100,		65
		MSFCMich2001SURPATDesert,	*,		100,		65
		MSFCAssaultBagSURPATDesert,	*,		100,		65
		MSFCAssaultBagSURPATDesertMedic,	*,		100,		65
		MSFCHoodSURPATDesert,	*,		100,		65
		MSFCBandanaSURPATDesert,	*,		100,		65
		MSFCBandanaSURPATDesertMask,	*,		100,		65
		MSFCPlateCarrierVestSURPATDesert,	*,		100,		65
		MSFCPlateCarrierVestSURPATDesertLogo,	*,		100,		65
		MSFCTortilaSURPATDesert,	*,		100,		65
		MSFCAliceBagSURPATDesert,	*,		100,		65
		MSFCNBCPantsSURPATDesert,	*,		100,		65
		MSFCNBCJacketSURPATDesert,	*,		100,		65
		MSFCNBCGlovesSURPATDesert,	*,		100,		65
		MSFCNBCBootsSURPATDesert,	*,		100,		65
		MSFCPlateCarrierVestSURPATDesertMedic,	*,		100,		65
		MSFCMountainBagSURPATDesert,	*,		2500,		200
		MSFCPlateHolsterSURPATDesert,	*,		100,		65
		MSFCPlatePouchesSURPATDesert,	*,		100,		65
		MSFCPCU5SURPATDesertSupply,	*,		100,		65
		MSFCGorkaHelmetSURPATDesert,	*,		100,		65
		MSFCMich2000HelmetSURPATDesert,	*,		100,		65
		MSFCSweaterSURPATDesert,	*,		100,		65
		MSFCPressVestSURPATDesert,	*,		100,		65
		MSFCPCU5SURPATDesertPartComander,	*,		100,		65
		MSFCSmershVestSURPATDesert,	*,		100,		65
		MSFCSmershBagSURPATDesert,	*,		100,		65
		MSFCOpsCoreSURPATDesert,	*,		100,		65
		MSFCTacticalMaskSURPATDesert,	*,		100,		65
		MSFCSmershBagMedicSURPATDesert,	*,		100,		65	
        MSFCPCU5SURPATDesertNoPatch,	*,		100,		65	
        MSFCGorkaJSURPATDesertNoPatch,	*,		100,		65
		MSFCBootsLowaSURPATDesert,	*,		100,		65
        MSFCBootsTrekkingSURPATDesert,	*,		100,		65
        MSFCBackpackPegasusSURPATDesert,	*,		100,		65
        MSFCBackpackCargoSURPATDesert,	*,		100,		65
        MSFCPouchCargoSURPATDesert,	*,		100,		65
        MSFCPouchIFAKSURPATDesert,	*,		100,		65		
		MSFC_FaceMack_SURPATDesert,	*,		100,		65	
        MSFC_TacticalBelt_SURPATDesert,	*,		100,		65
		MSFCLowaZephyrBootsSURPATDesert,	*,		100,		65
		MSFC_TacticalBeltMedium_SURPATDesert,	*,		100,		65
        MSFC_TacticalBeltSmall_SURPATDesert,	*,		100,		65
		MSFC_TacticalBeltLite_SURPATDesert,	*,		100,		65
		MSFC_BIG_BACKPACK_SURPATDesert,	*,		100,		65
        MSFC_SMALL_BACKPACK_SURPATDesert,	*,		100,		65
        MSFC_BottlePouch_SURPATDesert,	*,		100,		65
        MSFC_G3Pants_SURPATDesert,	*,		100,		65		

    	<Category> SQUAD MSF-C SURPAT
		MSFC_JPC_Vest_SURPAT,	*,		100,		65
		MSFC_TAC_TEC_Vest_SURPAT,	*,		100,		65
		MSFC_TacticalCap_SURPAT,	*,		100,		65
		MSFC_WarBelt_SURPAT,	*,		100,		65
		MSFCEmpty_Mags_Bag_SURPAT,	*,		100,		65
		MSFC_IFAK_SURPAT,	*,		100,		65
		MSFC_Defender_Vest_SURPAT,	*,		100,		65
		MSFCM65SURPAT,	*,		100,		65
		MSFCPantsSURPAT,	*,		100,		65
		MSFCPCU5SURPATComander,	*,		100,		65
		MSFCPCU5SURPATMedic,	*,		100,		65
		MSFCPCU5SURPATReconnaissance,	*,		100,		65
		MSFCPCU5SURPATSniper,	*,		100,		65
		MSFCPCU5SURPATSapper,	*,		100,		65
		MSFCPCU5SURPATMachineGun,	*,		100,		65
		MSFCPCU5SURPATEngineer,	*,		100,		65
		MSFCPCU5SURPATTrooper,	*,		100,		65
		MSFCCapSURPAT,	*,		100,		65
		MSFCGorkaJSURPAT,	*,		100,		65
		MSFCGorkaPSURPAT,	*,		100,		65
		MSFCGlovesSURPAT,	*,		100,		65
		MSFCBootsSURPAT,	*,		100,		65
		MSFCUKVestSURPAT,	*,		100,		65
		MSFCTShirtSURPAT,	*,		100,		65
		MSFCTacVestSURPAT,	*,		100,		65
		MSFCTacVestSURPATLogo,	*,		100,		65
		MSFCTacVestSURPATMedic,	*,		100,		65
		MSFCBeanieHatSURPAT,	*,		100,		65
		MSFCBoonieHatSURPAT,	*,		100,		65
		MSFCCoyoteBagSURPAT,	*,		100,		65
		MSFCSURPATMask,	*,		100,		65
		MSFCMich2001SURPAT,	*,		100,		65
		MSFCAssaultBagSURPAT,	*,		100,		65
		MSFCAssaultBagSURPATMedic,	*,		100,		65
		MSFCHoodSURPAT,	*,		100,		65
		MSFCBandanaSURPAT,	*,		100,		65
		MSFCBandanaSURPATMask,	*,		100,		65
		MSFCPlateCarrierVestSURPAT,	*,		100,		65
		MSFCPlateCarrierVestSURPATLogo,	*,		100,		65
		MSFCTortilaSURPAT,	*,		100,		65
		MSFCAliceBagSURPAT,	*,		100,		65
		MSFCNBCPantsSURPAT,	*,		100,		65
		MSFCNBCJacketSURPAT,	*,		100,		65
		MSFCNBCGlovesSURPAT,	*,		100,		65
		MSFCNBCBootsSURPAT,	*,		100,		65
		MSFCPlateCarrierVestSURPATMedic,	*,		100,		65
		MSFCMountainBagSURPAT,	*,		2500,		200
		MSFCPlateHolsterSURPAT,	*,		100,		65
		MSFCPlatePouchesSURPAT,	*,		100,		65
		MSFCPCU5SURPATSupply,	*,		100,		65
		MSFCGorkaHelmetSURPAT,	*,		100,		65
		MSFCMich2000HelmetSURPAT,	*,		100,		65
		MSFCSweaterSURPAT,	*,		100,		65
		MSFCPressVestSURPAT,	*,		100,		65
		MSFCPCU5SURPATPartComander,	*,		100,		65
		MSFCSmershVestSURPAT,	*,		100,		65
		MSFCSmershBagSURPAT,	*,		100,		65
		MSFCOpsCoreSURPAT,	*,		100,		65
		MSFCTacticalMaskSURPAT,	*,		100,		65
		MSFCSmershBagMedicSURPAT,	*,		100,		65
        MSFCPCU5SURPATNoPatch,	*,		100,		65
        MSFCGorkaJSURPATNoPatch,	*,		100,		65
		MSFCBootsLowaSURPAT,	*,		100,		65
        MSFCBootsTrekkingSURPAT,	*,		100,		65
	    MSFCBackpackPegasusSURPAT,	*,		100,		65
        MSFCBackpackCargoSURPAT,	*,		100,		65
        MSFCPouchCargoSURPAT,	*,		100,		65
        MSFCPouchIFAKSURPAT,	*,		100,		65
		MSFC_FaceMack_SURPAT,	*,		100,		65
        MSFC_TacticalBelt_SURPAT,	*,		100,		65
		MSFCLowaZephyrBootsSURPAT,	*,		100,		65
		MSFC_TacticalBeltMedium_SURPAT,	*,		100,		65
        MSFC_TacticalBeltSmall_SURPAT,	*,		100,		65		
		MSFC_TacticalBeltLite_SURPAT,	*,		100,		65
		MSFC_BIG_BACKPACK_SURPAT,	*,		100,		65
		MSFC_SMALL_BACKPACK_SURPAT,	*,		100,		65
        MSFC_BottlePouch_SURPAT,	*,		100,		65
        MSFC_G3Pants_SURPAT,	*,		100,		65			

    <Category> SQUAD MSF-C S.T.A.L.K.E.R.
		MSFCSTALKERPants,	*,		100,		65
		MSFCSTALKERJacket,	*,		100,		65
		MSFCSTALKERHood,	*,		100,		65
		MSFCSTALKERVest,	*,		100,		65
		MSFCSTALKERBag,	*,		100,		65
		MSFCSTALKERRespirator,	*,		100,		65
		MSFCSTALKERDolgPants,	*,		100,		65
		MSFCSTALKERDolgJacket,	*,		100,		65
		MSFCSTALKERDolgHood,	*,		100,		65
		MSFCSTALKERDolgVest,	*,		100,		65
		MSFCSTALKERDolgBag,	*,		100,		65
		MSFCSTALKERDolgRespirator,	*,		100,		65
		MSFCSTALKERDolgHelmet,	*,		100,		65
		MSFCSTALKERSvobodaPants,	*,		100,		65
		MSFCSTALKERSvobodaJacket,	*,		100,		65
		MSFCSTALKERSvobodaHood,	*,		100,		65
		MSFCSTALKERSvobodaVest,	*,		100,		65
		MSFCSTALKERSvobodaBag,	*,		100,		65
		MSFCSTALKERSvobodaRespirator,	*,		100,		65
		MSFCSTALKERMercPants,	*,		100,		65
		MSFCSTALKERMercJacket,	*,		100,		65
		MSFCSTALKERMercHood,	*,		100,		65
		MSFCSTALKERMercVest,	*,		100,		65
		MSFCSTALKERMercBag,	*,		100,		65
		MSFCSTALKERMercRespirator,	*,		100,		65
		MSFCSTALKERMercHelmet,	*,		100,		65
		MSFCSTALKERMonolitPants,	*,		100,		65
		MSFCSTALKERMonolitJacket,	*,		100,		65
		MSFCSTALKERMonolitHood,	*,		100,		65
		MSFCSTALKERMonolitVest,	*,		100,		65
		MSFCSTALKERMonolitBag,	*,		100,		65
		MSFCSTALKERMonolitRespirator,	*,		100,		65
		MSFCSTALKERMonolitHelmet,	*,		100,		65
		MSFCSTALKERClearSkyPants,	*,		100,		65
		MSFCSTALKERClearSkyJacket,	*,		100,		65
		MSFCSTALKERClearSkyHood,	*,		100,		65
		MSFCSTALKERClearSkyVest,	*,		100,		65
		MSFCSTALKERClearSkyBag,	*,		100,		65
		MSFCSTALKERClearSkyRespirator,	*,		100,		65
		MSFCSTALKERClearSkyHelmet,	*,		100,		65
		MSFCSTALKERBanditPants,	*,		100,		65
		MSFCSTALKERBanditJacket,	*,		100,		65
		MSFCSTALKERBanditHood,	*,		100,		65
		MSFCSTALKERBanditVest,	*,		100,		65
		MSFCSTALKERBanditBag,	*,		100,		65
		MSFCSTALKERBanditRespirator,	*,		100,		65
		MSFCSTALKEREcologPants,	*,		100,		65
		MSFCSTALKEREcologJacket,	*,		100,		65
		MSFCSTALKEREcologGloves,	*,		100,		65
		MSFCSTALKEREcologBoots,	*,		100,		65
		MSFCSTALKEREcologHood,	*,		100,		65
		MSFCSTALKERMilitaryJacket,	*,		100,		65
		MSFCSTALKERMilitaryPants,	*,		100,		65
		MSFCSTALKERMilitaryHelmet,	*,		100,		65
		MSFCSTALKERMilitaryVest,	*,		100,		65
		MSFCSTALKERMilitaryBag,	*,		100,		65
		MSFCSTALKERDolgPlateVest,	*,		100,		65
		MSFCSTALKERDolgPlateHolster,	*,		100,		65
		MSFCSTALKERDolgPlatePouches,	*,		100,		65
		MSFCSTALKERBanditJacketNoPatch,	*,		100,		65
		MSFCSTALKERClearSkyJacketNoPatch,	*,		100,		65
		MSFCSTALKERClearSkyPlateVest,	*,		100,		65
		MSFCSTALKERClearSkyPlateHolster,	*,		100,		65
		MSFCSTALKERClearSkyPlatePouches,	*,		100,		65
		MSFCSTALKERDolgJacketNoPatch,	*,		100,		65
		MSFCSTALKERMercJacketNoPatch,	*,		100,		65
		MSFCSTALKERMercPlateVest,	*,		100,		65
		MSFCSTALKERMercPlateHolster,	*,		100,		65
		MSFCSTALKERMercPlatePouches,	*,		100,		65
		MSFCSTALKERMonolitJacketNoPatch,	*,		100,		65
		MSFCSTALKERMonolitPlateVest,	*,		100,		65
		MSFCSTALKERMonolitPlateHolster,	*,		100,		65
		MSFCSTALKERMonolitPlatePouches,	*,		100,		65
		MSFCSTALKERJacketNoPatch,	*,		100,		65
		MSFCSTALKERSvobodaJacketNoPatch,	*,		100,		65
		MSFCSTALKERSvobodaPlateVest,	*,		100,		65
		MSFCSTALKERSvobodaPlateHolster,	*,		100,		65
		MSFCSTALKERSvobodaPlatePouches,	*,		100,		65
		MSFCSTALKERPants_Green,	*,		100,		65
		MSFCSTALKERJacket_Green,	*,		100,		65
		MSFCSTALKERHood_Green,	*,		100,		65
		MSFCSTALKERVest_Green,	*,		100,		65
		MSFCSTALKERBag_Green,	*,		100,		65
		MSFCSTALKERRespirator_Green,	*,		100,		65
		MSFCTShirtSTALKER_RP,	*,		100,		65
		MSFCTShirtSTALKER_RP_Radiation,	*,		100,		65	

			<Category> SQUAD MSF-C Other Clothes
	    MSFC_G3Pants_Flecktarn,	*,		100,		65	
	    MSFC_AdvancedCombatHelmet_ACU,	*,		100,		65
        MSFC_6B47_Cover_EMR,	*,		100,		65
        MSFC_G3Pants_EMR,	*,		100,		65
        MSFC_6B47_Cover_Desert,	*,		100,		65
		MSFC_6B47_Cover_Black,	*,		100,		65
		MSFC_6B47_Cover_Green,	*,		100,		65	
		MSFCOpsCoreHeadPhones_Green,	*,		100,		65
		MSFCOpsCoreHeadPhones_Desert,	*,		100,		65
		MSFCOpsCore_Mandible_Green,	*,		100,		65
		MSFCOpsCore_Mandible_Desert,	*,		100,		65
		MSFCOpsCore_Mandible_Black,	*,		100,		65
		MSFCOpsCore_Visor_Black,	*,		100,		65
		MSFC_BC_NVG21,	*,		7000,		200
		MSFC_JPC_Vest_Green,	*,		100,		65
		MSFC_JPC_Vest_Black,	*,		100,		65
		MSFC_JPC_Vest_Desert,	*,		100,		65
		MSFC_TAC_TEC_Vest_Green,	*,		100,		65
		MSFC_TAC_TEC_Vest_Black,	*,		100,		65
		MSFC_TAC_TEC_Vest_Desert,	*,		100,		65
		MSFC_TacticalCap_Green,	*,		100,		65
		MSFC_TacticalCap_Black,	*,		100,		65
		MSFC_TacticalCap_Desert,	*,		100,		65
		MSFC_ZSh12M_Green,	*,		100,		65
		MSFC_ZSh12M_Black,	*,		100,		65
		MSFC_ZSh12M_Desert,	*,		100,		65
		MSFC_ZSh12M_Gray,	*,		100,		65
		MSFC_ZSh12M_White,	*,		100,		65
		MSFC_ZSh12M_Visor_Green,	*,		100,		65
		MSFC_ZSh12M_Visor_Black,	*,		100,		65
		MSFC_ZSh12M_Visor_Desert,	*,		100,		65
		MSFC_ZSh12M_Visor_Gray,	*,		100,		65
		MSFC_ZSh12M_Visor_White,	*,		100,		65
		MSFC_ZSh12M_Visor_Bandit,	*,		100,		65
		MSFC_WarBelt_Black,	*,		100,		65
		MSFC_WarBelt_Green,	*,		100,		65
		MSFC_WarBelt_Desert,	*,		100,		65
		MSFCEmpty_Mags_Bag_Green,	*,		100,		65
		MSFCEmpty_Mags_Bag_Desert,	*,		100,		65
		MSFCEmpty_Mags_Bag_Black,	*,		100,		65
		MSFC_IFAK_Green,	*,		100,		65
		MSFC_IFAK_Desert,	*,		100,		65
		MSFC_IFAK_Black,	*,		100,		65
		MSFC_HelmetPatch_Chernarus,	*,		100,		65
		MSFC_HelmetPatch_FSB,	*,		100,		65
		MSFC_HelmetPatch_MAMA_IM_SPEC,	*,		100,		65
		MSFC_HelmetPatch_MEDIC_EN,	*,		100,		65
		MSFC_HelmetPatch_MEDIC_RU,	*,		100,		65
		MSFC_HelmetPatch_MSFC_TEXT,	*,		100,		65
		MSFC_HelmetPatch_POEHAVSHY,	*,		100,		65
		MSFC_HelmetPatch_SBCH,	*,		100,		65
		MSFC_HelmetPatch_SOFA_ARMY_RF,	*,		100,		65
		MSFC_HelmetPatch_BENDER,	*,		100,		65
		MSFC_BBB_ComanderGlasses_Black,	*,		100,		65
		MSFC_BOLLE_COBRA_Glasses_Black,	*,		100,		65
		MSFC_Bolle_Contour_PlatinumGlasses_Black,	*,		100,		65
		MSFC_ESS_CrossbowGlasses_Black,	*,		100,		65
		MSFC_ESS_ICEGlasses_Black,	*,		100,		65
		MSFC_ESS_RollBarGlasses_Black,	*,		100,		65
		MSFC_Oakley_M_FrameGlasses_Black,	*,		100,		65
